timestamp,Open,High,Low,Close,Volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2018-02-20,11147.11,11786.01,11100.59,11200.99,48153.354288,1519171199999.0,551573232.2429588,432197.0,24211.49181,277480902.0141192,0.0
2018-02-21,11195.07,11304.03,10200.0,10437.6,68113.818754,1519257599999.0,731537130.4921861,542340.0,32338.074002,347436564.666544,0.0
2018-02-22,10439.02,10933.44,9679.0,9811.04,67060.166483,1519343999999.0,682006373.869588,506273.0,33029.297624,336067441.6325065,0.0
2018-02-23,9815.55,10435.0,9570.19,10131.04,57202.70237,1519430399999.0,571800753.4709765,467480.0,28031.011368,280171693.07297117,0.0
2018-02-24,10131.04,10496.97,9352.0,9694.51,40888.156299,1519516799999.0,405618586.64803785,337918.0,18646.870961,185164883.4517175,0.0
2018-02-25,9694.51,9847.0,9274.8,9590.0,28373.517586,1519603199999.0,271286599.1260862,233567.0,13956.661533,133525539.44882146,0.0
2018-02-26,9590.0,10444.32,9350.0,10324.0,34878.292756,1519689599999.0,347559259.73845184,285276.0,17045.768706,169936003.38761607,0.0
2018-02-27,10321.0,10870.0,10121.0,10569.04,30705.385123,1519775999999.0,324295371.1414657,240542.0,15187.083738,160450471.4557678,0.0
2018-02-28,10584.33,11098.0,10300.0,10326.76,30800.983782,1519862399999.0,327914696.13067526,277886.0,14412.84633,153537202.10196504,0.0
2018-03-01,10325.64,11060.41,10240.0,10920.0,25092.55393,1519948799999.0,268172535.3811293,230428.0,12785.4045,136788817.23158327,0.0
2018-03-02,10923.36,11200.0,10770.0,11039.0,23910.71009,1520035199999.0,262936307.00785756,211691.0,11893.333632,130864918.8230748,0.0
2018-03-03,11038.99,11544.0,11015.01,11464.48,21287.15328,1520121599999.0,241749497.90247172,190444.0,10842.682784,123142920.22314858,0.0
2018-03-04,11464.47,11565.0,11050.02,11515.0,17295.918653,1520207999999.0,194849579.12502074,168359.0,8197.401595,92437014.46393473,0.0
2018-03-05,11515.0,11710.0,11415.01,11454.0,15144.231063,1520294399999.0,174866951.39806527,164318.0,7668.823714,88588986.3365785,0.0
2018-03-06,11455.0,11455.0,10555.48,10716.48,29515.572363,1520380799999.0,323842216.64859617,250306.0,13482.297196,147874120.62232068,0.0
2018-03-07,10716.48,10899.0,9389.31,9910.0,50647.67108,1520467199999.0,514808033.4879209,396721.0,24022.451231,244164771.36009568,0.0
2018-03-08,9910.0,10099.0,9060.0,9271.64,41109.473226,1520553599999.0,394641280.63843673,336514.0,20257.455838,194608716.93503922,0.0
2018-03-09,9267.07,9410.0,8329.0,9227.0,64112.291407,1520639999999.0,567082901.1319405,462712.0,31166.414848,275735446.01075995,0.0
2018-03-10,9230.0,9490.0,8667.07,8770.22,37180.012857,1520726399999.0,341210248.41481787,288066.0,17639.827276,161991786.13432977,0.0
2018-03-11,8770.22,9740.0,8450.0,9533.57,44325.973386,1520812799999.0,403491260.9275316,333367.0,21150.206944,192897625.61146572,0.0
2018-03-12,9533.57,9888.88,8780.0,9131.34,42230.77793,1520899199999.0,395562731.8650373,336642.0,19369.697756,181454623.85622355,0.0
2018-03-13,9131.34,9474.0,8823.0,9150.0,40191.409358,1520985599999.0,367353984.7132836,342734.0,19856.457047,181534440.7752947,0.0
2018-03-14,9151.92,9333.78,7900.28,8170.0,49708.094108,1521071999999.0,426058009.75594646,399127.0,22883.329725,196344166.24842268,0.0
2018-03-15,8184.01,8430.0,7650.0,8240.98,52291.022277,1521158399999.0,422130717.47310126,400529.0,26414.160251,213358245.6744019,0.0
2018-03-16,8240.98,8611.64,7900.0,8260.0,38815.409893,1521244799999.0,322355002.1651949,255807.0,20049.433993,166563494.40168038,0.0
2018-03-17,8260.0,8348.62,7721.99,7824.8,33110.206329,1521331199999.0,265973111.61762854,292041.0,15677.257361,125987772.43325073,0.0
2018-03-18,7824.01,8317.4,7322.0,8189.99,59488.231711,1521417599999.0,458311733.5188204,423336.0,28216.510794,217530802.6198248,0.0
2018-03-19,8189.0,8705.23,8088.4,8600.0,55297.084942,1521503999999.0,462654338.98212785,360414.0,27263.324764,228208487.54690212,0.0
2018-03-20,8595.01,9050.0,8280.0,8909.98,44865.105835,1521590399999.0,387879393.47061425,298261.0,22849.035238,197422831.30082303,0.0
2018-03-21,8909.96,9177.01,8750.6,8885.0,39972.405371,1521676799999.0,358157473.3612324,293696.0,19047.486799,170758402.39723507,0.0
2018-03-22,8884.82,9100.0,8465.1,8722.9,40617.556809,1521763199999.0,354804129.3433086,276449.0,19567.563618,171050710.21250018,0.0
2018-03-23,8720.0,8909.0,8269.0,8898.03,39991.007666,1521849599999.0,340755592.544531,278571.0,20106.789387,171487640.92907605,0.0
2018-03-24,8898.04,8999.95,8491.0,8546.86,35466.609572,1521935999999.0,313254829.9051367,270300.0,17302.10809,152967779.86486968,0.0
2018-03-25,8531.25,8669.85,8365.77,8470.15,29001.769316,1522022399999.0,247023172.30795503,215660.0,14379.264362,122528263.982816,0.0
2018-03-26,8470.14,8514.89,7831.0,8134.23,44033.59566,1522108799999.0,358429758.87319523,310462.0,20957.25692,170723432.32235476,0.0
2018-03-27,8134.22,8215.94,7730.0,7795.51,37427.64805,1522195199999.0,297609656.44043654,266540.0,18462.382105,146860645.03540614,0.0
2018-03-28,7795.51,8109.0,7728.0,7949.3,26401.33167,1522281599999.0,209186093.18317956,183620.0,13685.417143,108484584.61222105,0.0
2018-03-29,7949.3,7975.0,6941.11,7090.14,54620.915125,1522367999999.0,405591158.6323181,359537.0,24584.811548,182402558.21113956,0.0
2018-03-30,7090.16,7292.43,6600.1,6840.23,65306.031976,1522454399999.0,450352009.170998,400057.0,31944.390579,220453635.6071132,0.0
2018-03-31,6840.24,7223.36,6777.0,6923.91,36868.539087,1522540799999.0,258341534.47236216,240293.0,19086.033607,133763988.34700295,0.0
2018-04-01,6922.0,7049.98,6430.0,6813.01,44071.430463,1522627199999.0,297470498.81956285,260942.0,21899.30066,147951173.82212943,0.0
2018-04-02,6813.01,7125.0,6765.0,7056.0,32123.560072,1522713599999.0,224322159.41331607,206780.0,16365.683591,114292405.85810466,0.0
2018-04-03,7063.97,7520.0,7011.01,7405.21,37787.331811,1522799999999.0,277080072.76171273,248143.0,19218.850485,140892233.113676,0.0
2018-04-04,7405.21,7427.52,6707.0,6796.1,42227.183804,1522886399999.0,297443582.7461225,277249.0,20299.402203,142890978.60995668,0.0
2018-04-05,6796.1,6902.0,6566.69,6770.76,39029.73146,1522972799999.0,263446941.1321242,238476.0,18991.102712,128270766.86646058,0.0
2018-04-06,6770.0,6850.0,6500.0,6601.39,27455.01192,1523059199999.0,182139799.80865908,162456.0,13778.063462,91424043.79892384,0.0
2018-04-07,6601.39,7070.0,6586.28,6895.8,32269.578267,1523145599999.0,222323863.54144785,178577.0,16460.736226,113334533.85269153,0.0
2018-04-08,6895.81,7109.13,6880.0,7018.0,21427.673165,1523231999999.0,149967346.66268998,152461.0,11211.615946,78468498.47255658,0.0
2018-04-09,7011.04,7185.0,6611.0,6782.72,34078.297206,1523318399999.0,234309953.75033435,212669.0,17046.428596,117289580.04655164,0.0
2018-04-10,6781.55,6890.0,6656.0,6843.9,22326.728095,1523404799999.0,151417844.2663968,147755.0,11456.447936,77704393.55925176,0.0
2018-04-11,6839.56,6990.0,6787.0,6953.79,23997.871177,1523491199999.0,165264003.41270605,155607.0,12530.65891,86309556.51736282,0.0
2018-04-12,6953.78,8012.23,6743.2,7923.0,64861.595987,1523577599999.0,485176252.4893357,404588.0,33198.867785,248243486.4673706,0.0
2018-04-13,7922.99,8233.39,7732.0,7877.41,55044.523148,1523663999999.0,439884522.7119489,351905.0,27485.083044,219615109.06229925,0.0
2018-04-14,7877.48,8186.0,7810.0,7999.01,31621.286357,1523750399999.0,252868761.3206163,194500.0,16283.466045,130249061.31563611,0.0
2018-04-15,8004.0,8429.54,7999.02,8355.0,27946.720444,1523836799999.0,230287099.5843022,181778.0,14619.464101,120469031.17164706,0.0
2018-04-16,8355.07,8419.0,7867.0,8064.92,36664.069715,1523923199999.0,295817536.47495276,226748.0,17912.938455,144490340.31244087,0.0
2018-04-17,8064.92,8173.7,7825.4,7885.02,32152.603567,1524009599999.0,258221765.57371348,221228.0,15662.79502,125845498.64315926,0.0
2018-04-18,7890.96,8236.43,7868.0,8173.0,26969.04457,1524095999999.0,217649160.11017892,183472.0,14559.152289,117565317.94569089,0.0
2018-04-19,8173.99,8296.0,8080.0,8278.0,27113.847464,1524182399999.0,222675105.7884542,196821.0,13747.595928,112939221.70278835,0.0
2018-04-20,8273.84,8930.0,8177.09,8856.98,39795.337485,1524268799999.0,337288580.42571294,289687.0,21087.903673,178802594.3551453,0.0
2018-04-21,8852.12,9035.0,8565.0,8915.31,40872.229909,1524355199999.0,358915978.1040339,295374.0,21145.842391,185753264.88447422,0.0
2018-04-22,8915.31,9020.67,8727.68,8787.02,29458.25348,1524441599999.0,261804372.9093471,229871.0,14937.899116,132830238.35538778,0.0
2018-04-23,8785.7,8985.0,8745.0,8934.01,25838.114709,1524527999999.0,229754640.59668776,190944.0,13246.605059,117823053.82786416,0.0
2018-04-24,8934.0,9731.01,8922.0,9619.99,46268.790106,1524614399999.0,431210048.0625035,326608.0,24784.71044,231061865.2931042,0.0
2018-04-25,9618.96,9759.82,8730.0,8869.99,81110.037589,1524700799999.0,745137762.968867,477363.0,38824.013806,356851505.69270617,0.0
2018-04-26,8869.99,9307.48,8651.62,9266.0,43300.304245,1524787199999.0,385046648.13786614,285850.0,22640.669137,201458888.2401515,0.0
2018-04-27,9267.03,9395.0,8889.0,8915.35,37241.347036,1524873599999.0,342805674.55176014,268471.0,18517.604275,170503662.7235787,0.0
2018-04-28,8915.35,9427.48,8870.0,9348.0,34759.62842,1524959999999.0,321653866.2001887,257288.0,18251.631451,169069669.9073968,0.0
2018-04-29,9348.0,9570.51,9163.74,9419.0,38149.850035,1525046399999.0,357004895.9636863,311494.0,19364.945182,181366653.81958613,0.0
2018-04-30,9417.04,9458.64,9124.99,9246.01,35002.033875,1525132799999.0,325019389.2499412,285951.0,17461.189029,162179073.43816054,0.0
2018-05-01,9246.01,9248.99,8800.49,9071.48,41018.463633,1525219199999.0,368688349.62168455,268741.0,20050.167844,180200005.01267993,0.0
2018-05-02,9071.48,9268.0,8970.2,9247.84,26123.543961,1525305599999.0,238421833.7581133,188258.0,13960.455528,127439644.78329857,0.0
2018-05-03,9247.81,9844.0,9168.4,9750.0,38768.388288,1525391999999.0,366028365.22714454,282581.0,21093.140343,199234352.40239447,0.0
2018-05-04,9750.0,9830.04,9520.85,9713.99,28681.588879,1525478399999.0,277565997.63316435,210165.0,14779.499554,143070410.02237806,0.0
2018-05-05,9714.0,10020.0,9682.0,9864.0,24990.018345,1525564799999.0,246807563.50646493,212076.0,13011.844293,128527642.99648473,0.0
2018-05-06,9863.99,9970.0,9417.03,9659.01,27690.351559,1525651199999.0,267359420.30359015,229309.0,13297.506959,128427770.52523223,0.0
2018-05-07,9661.02,9689.67,9181.0,9365.0,33787.640012,1525737599999.0,316015961.44182944,230754.0,15818.0488,147985335.4458844,0.0
2018-05-08,9365.0,9475.7,9060.54,9187.56,25533.831889,1525823999999.0,236418155.6869351,189159.0,13086.547467,121220083.42296955,0.0
2018-05-09,9178.0,9390.0,8965.0,9310.0,25673.524899,1525910399999.0,235736782.28825977,192337.0,13597.268159,124869560.73820229,0.0
2018-05-10,9310.0,9395.12,8970.0,9002.2,25055.063718,1525996799999.0,231595002.59561664,221075.0,12548.13816,116002381.57104652,0.0
2018-05-11,9002.21,9016.8,8341.0,8400.0,48227.048061,1526083199999.0,418859806.4816156,365538.0,22767.458667,197915875.74598894,0.0
2018-05-12,8405.94,8646.88,8153.0,8465.94,40241.32081,1526169599999.0,337899865.8601307,310305.0,19545.974195,164142437.4195177,0.0
2018-05-13,8475.44,8763.36,8298.0,8679.71,25632.869362,1526255999999.0,219455683.0803555,215590.0,12797.047912,109577063.5715992,0.0
2018-05-14,8679.71,8879.99,8277.0,8663.34,37389.666533,1526342399999.0,320583612.23009104,292731.0,18408.055641,157869523.76782727,0.0
2018-05-15,8663.37,8859.99,8401.3,8462.0,28126.956136,1526428799999.0,242341031.06166917,360379.0,13977.497647,120464422.62431279,0.0
2018-05-16,8462.0,8488.0,8083.01,8330.0,31130.718908,1526515199999.0,257056552.43007562,300842.0,15627.101368,129113378.77513841,0.0
2018-05-17,8330.0,8464.0,7979.0,8041.46,25439.844799,1526601599999.0,209489039.34104192,310780.0,12489.264499,103022237.7732931,0.0
2018-05-18,8038.82,8273.21,7911.9,8239.81,23476.158251,1526687999999.0,189870380.85778695,183913.0,12352.9627,99971085.72894707,0.0
2018-05-19,8238.01,8390.8,8095.73,8233.49,17193.424276,1526774399999.0,141878775.40909582,134185.0,8731.948551,72082928.16544355,0.0
2018-05-20,8233.49,8609.0,8163.9,8526.98,19957.057109,1526860799999.0,167440553.7493928,161265.0,10632.450955,89177519.97189689,0.0
2018-05-21,8526.97,8595.31,8305.0,8381.24,21516.596486,1526947199999.0,181750674.82134953,184158.0,10738.686399,90716245.79029092,0.0
2018-05-22,8386.89,8400.18,7935.11,7977.11,23710.902858,1527033599999.0,194335432.43754092,192154.0,11801.527076,96803604.56147255,0.0
2018-05-23,7977.12,8031.9,7425.0,7501.95,42910.666774,1527119999999.0,331238049.6407461,306812.0,20890.889274,161412820.79758897,0.0
2018-05-24,7501.95,7730.73,7266.99,7575.01,37845.446595,1527206399999.0,284286378.50810045,253694.0,19012.981252,142901418.78045785,0.0
2018-05-25,7578.99,7649.55,7308.15,7457.0,26739.95664,1527292799999.0,199749585.9695036,239025.0,13830.870235,103360633.04654914,0.0
2018-05-26,7456.99,7620.0,7300.0,7333.96,19464.086071,1527379199999.0,145636226.4590289,212344.0,10377.955643,77725757.25385071,0.0
2018-05-27,7334.0,7400.0,7231.11,7338.99,18706.945515,1527465599999.0,136710618.49801704,198341.0,10258.276953,74990830.63101184,0.0
2018-05-28,7338.99,7437.0,7058.02,7099.0,27219.438963,1527551999999.0,196788994.2658081,233392.0,14409.48781,104233730.17813647,0.0
2018-05-29,7099.0,7540.0,7032.95,7461.29,39407.21183,1527638399999.0,288070643.9128678,237359.0,21855.93031,159656478.1426219,0.0
2018-05-30,7467.98,7569.0,7260.5,7375.96,32041.583623,1527724799999.0,237956894.04949042,242079.0,17205.948916,127816792.77222247,0.0
2018-05-31,7382.07,7699.0,7327.51,7485.01,30776.063102,1527811199999.0,231017579.8341327,274399.0,17009.013231,127645145.71489055,0.0
2018-06-01,7485.01,7608.55,7355.54,7521.01,28259.124078,1527897599999.0,211458512.1230823,303069.0,15701.205431,117516855.67846663,0.0
2018-06-02,7521.01,7697.33,7437.0,7640.03,26720.690219,1527983999999.0,203370447.6906526,290131.0,15540.051124,118295998.95554544,0.0
2018-06-03,7636.81,7786.69,7600.0,7714.26,27505.158951,1528070399999.0,211737376.85348508,349636.0,15760.910668,121340420.79636246,0.0
2018-06-04,7714.26,7760.52,7446.5,7487.0,32258.835115,1528156799999.0,244167051.18701583,307003.0,17730.335818,134226423.79685757,0.0
2018-06-05,7487.0,7679.49,7358.0,7625.0,31722.973384,1528243199999.0,237722147.65258065,236865.0,17315.688399,129807510.9227184,0.0
2018-06-06,7626.64,7699.0,7467.05,7658.84,27229.991898,1528329599999.0,207006657.7801965,257573.0,15071.587869,114621117.15696232,0.0
2018-06-07,7658.79,7765.0,7620.0,7691.08,25062.227202,1528415999999.0,192949056.84199956,244186.0,14415.555201,110989280.27224815,0.0
2018-06-08,7691.08,7703.5,7531.0,7603.44,23396.804671,1528502399999.0,178204158.39968467,321734.0,13038.958337,99303699.20240831,0.0
2018-06-09,7603.44,7683.98,7450.0,7491.73,19339.885176,1528588799999.0,147171153.412775,278971.0,10653.462123,81075317.67777646,0.0
2018-06-10,7491.73,7491.73,6622.81,6764.99,52342.020032,1528675199999.0,367338754.56308055,471088.0,25976.246666,182618941.75990874,0.0
2018-06-11,6765.0,6922.0,6610.0,6872.0,34552.162303,1528761599999.0,233056682.85777125,203442.0,18716.667057,126255580.92727299,0.0
2018-06-12,6872.0,6890.51,6435.0,6530.0,36722.211191,1528847999999.0,245787800.8012235,224658.0,19299.735508,129341137.97553147,0.0
2018-06-13,6530.0,6627.6,6118.68,6292.78,46185.5181,1528934399999.0,295395681.6623412,266517.0,25367.243359,162375277.43848026,0.0
2018-06-14,6292.78,6720.0,6260.0,6635.98,44478.130837,1529020799999.0,289074808.7841299,256384.0,23838.218565,154927680.45566282,0.0
2018-06-15,6638.67,6666.66,6362.31,6388.9,30018.329905,1529107199999.0,196192096.14553952,184938.0,16192.452447,105856682.82114992,0.0
2018-06-16,6380.01,6560.0,6320.86,6483.98,22277.241147,1529193599999.0,143760033.69408152,140470.0,12750.635784,82290350.53863607,0.0
2018-06-17,6482.5,6589.03,6422.0,6449.61,19847.247688,1529279999999.0,129120718.76299886,129759.0,11208.656933,72949865.16298054,0.0
2018-06-18,6444.06,6794.38,6380.0,6712.46,31821.434995,1529366399999.0,208570443.9599789,180773.0,17674.592693,115843959.76406443,0.0
2018-06-19,6711.39,6841.74,6653.0,6741.21,24311.421143,1529452799999.0,163420093.794135,160490.0,12849.740659,86385611.9854134,0.0
2018-06-20,6740.0,6817.23,6551.81,6761.51,26359.752452,1529539199999.0,175935335.65057912,166074.0,13647.933531,91142872.89139906,0.0
2018-06-21,6763.21,6795.0,6672.57,6718.84,25428.854048,1529625599999.0,171149859.23602843,159783.0,15152.496274,101995867.72331426,0.0
2018-06-22,6717.69,6733.97,5918.94,6045.0,52157.370833,1529711999999.0,327460666.91451645,300515.0,25336.720438,158994318.27114403,0.0
2018-06-23,6045.92,6260.0,6008.48,6149.98,26622.788589,1529798399999.0,162755765.84514263,170164.0,15110.741399,92413061.16412096,0.0
2018-06-24,6149.98,6259.8,5750.0,6136.97,47445.998955,1529884799999.0,284095336.0578902,275996.0,25966.417247,155558130.88157263,0.0
2018-06-25,6137.95,6350.0,6061.97,6252.0,39164.515306,1529971199999.0,242859915.8036461,218384.0,21986.057384,136305269.99012783,0.0
2018-06-26,6252.0,6272.54,6035.0,6070.78,19377.240484,1530057599999.0,119676555.56449406,113431.0,9824.659592,60710073.42453224,0.0
2018-06-27,6065.89,6190.43,5971.0,6133.73,19225.671098,1530143999999.0,117103011.80356833,99481.0,10381.014136,63236432.02491027,0.0
2018-06-28,6134.73,6173.01,5827.0,5853.98,30585.266026,1530230399999.0,185247010.87925187,156241.0,16422.378159,99598694.73730522,0.0
2018-06-29,5851.01,6300.0,5780.0,6197.92,33911.287278,1530316799999.0,201409363.91549844,212542.0,18727.192128,111291346.32526273,0.0
2018-06-30,6197.92,6528.99,6186.03,6390.07,37919.61284,1530403199999.0,241568568.0310778,230915.0,20036.025726,127666717.38353093,0.0
2018-07-01,6391.08,6441.06,6251.0,6356.81,27562.965974,1530489599999.0,175096501.49486908,183060.0,15580.033848,98972791.71265253,0.0
2018-07-02,6360.82,6685.0,6271.62,6615.29,36230.452264,1530575999999.0,235524330.64865336,242589.0,18966.910907,123205676.19274497,0.0
2018-07-03,6615.29,6679.35,6463.01,6513.86,38657.781691,1530662399999.0,254550438.13768882,232914.0,20503.625399,135047837.81678846,0.0
2018-07-04,6511.01,6784.92,6441.11,6586.98,23571.892777,1530748799999.0,156277884.33011597,146203.0,12244.070908,81263604.85511883,0.0
2018-07-05,6585.53,6712.0,6453.33,6529.2,35071.972898,1530835199999.0,230809190.30740514,216533.0,19214.780702,126481460.00873661,0.0
2018-07-06,6529.2,6648.54,6425.0,6609.78,29397.094748,1530921599999.0,192230903.67599213,193854.0,16292.945157,106560209.09449029,0.0
2018-07-07,6609.79,6818.16,6508.88,6756.98,23973.876886,1531007999999.0,158034155.17779142,145449.0,12894.823579,85004234.47737303,0.0
2018-07-08,6753.48,6780.0,6667.44,6712.1,24622.947794,1531094399999.0,165941351.79836008,145349.0,13146.632642,88613261.77225646,0.0
2018-07-09,6712.1,6802.06,6612.24,6662.12,26732.40655,1531180799999.0,179250573.66648534,147315.0,14384.135477,96490394.6402318,0.0
2018-07-10,6662.78,6681.0,6263.0,6296.91,38560.672702,1531267199999.0,249099760.1897497,189913.0,19261.135859,124490444.6988554,0.0
2018-07-11,6296.91,6406.0,6278.99,6378.07,28715.498487,1531353599999.0,182357469.0280709,151869.0,15667.909412,99524638.10405177,0.0
2018-07-12,6378.07,6380.28,6070.0,6250.57,31306.663348,1531439999999.0,194325733.7875043,150985.0,16067.766611,99754110.04002684,0.0
2018-07-13,6251.4,6350.0,6110.0,6214.57,26375.325286,1531526399999.0,164467999.80925834,144757.0,13191.157016,82276362.81213073,0.0
2018-07-14,6214.57,6335.0,6178.0,6251.99,17783.071999,1531612799999.0,110959488.24719918,108052.0,9833.313029,61362055.0050005,0.0
